;reportingDate;productName;dealName;sti1;businessLine;productLine;region;country;signingDate;settlementDate;tradeDate;maturityDate;borrowerId;borrowerName;currency;finalAllocationDeal;finalTakeDeal;ccyFinalTakeDeal;currentCommitment;productVolume;ccyProductVolume;bestEffortDeal;rwaSpot;rwaHtm;rwaRelease;ccyRwa;totalPremium;investorId;investorName;borker;upfrontFees;upfrontFeesSkim;ccyFees;rationale;tradePrice;investorType;wal;netMargin;grossMargin;eva
134;30/11/2023;securitization;Just off teacher.;7289;era;afa;americas;Kazakhstan;06/12/2023;05/12/2023;05/12/2023;07/12/2023;2134351482;Buckley, Jones and Lawson;eur;84923323;84923323;eur;35029651;35029651;usd;39344803;25476996.9;21230830.75;8757412.75;usd;126;153570260;Forget try enough fact.;Force up show catch country yes.;30;103;gbp;Center center.;42;bcg;1;157;183;222
135;30/11/2023;cds;Reveal prepare no six year.;8458;clf;corporate;emea;Switzerland;03/12/2023;02/12/2023;02/12/2023;08/12/2023;2616497600;Norris Inc;usd;33933458;33933458;gbp;33933458;33933458;gbp;33933458;10180037.4;8483364.5;8483364.5;usd;31;6253667123;Exist cup law avoid.;Quite quickly commercial around.;129;90;gbp;Always for woman be.;57;bcg;8;97;164;92
136;30/11/2023;secondary;Staff society hard.;9514;itb;corporate;americas;Somalia;01/12/2023;30/11/2023;30/11/2023;10/12/2023;6493847296;Kennedy, Underwood and Phillips;eur;93006786;93006786;usd;39795033;39795033;usd;43252286;27902035.8;23251696.5;9948758.25;eur;233;866579051;Yeah media market season however.;Forget sometimes ever help it.;224;200;eur;Without evidence.;27;acg;10;26;246;249
137;30/11/2023;secondary;Sister artist true society.;259;itb;tmt;americas;Greece;02/12/2023;01/12/2023;05/12/2023;09/12/2023;5843637097;Gonzalez-Beard;usd;52158952;70295256;usd;12987930;12987930;gbp;70295256;15647685.6;13039738.0;3246982.5;eur;221;9818879886;Thank either phone quickly who.;Military account see admit seem.;172;122;usd;Piece the create.;66;ecg;5;125;152;12
138;30/11/2023;cds;Guess range hot help.;5017;clf;shipping;americas;New Caledonia;07/12/2023;02/12/2023;08/12/2023;03/12/2023;8753466722;Morris, Rivera and Nelson;usd;84129686;93975191;usd;32587356;32587356;gbp;71047184;25238905.8;21032421.5;8146839.0;usd;84;4847881205;You finish girl.;Lay magazine final for.;178;120;gbp;Town certainly.;93;ecg;10;146;146;237
139;30/11/2023;picr;Out federal difference sing.;1554;era;oil&gas;americas;Latvia;02/12/2023;30/11/2023;06/12/2023;04/12/2023;4125954976;Terrell Group;usd;98139664;98139664;eur;28753550;14910006;eur;98139664;29441899.2;24534916.0;3727501.5;gbp;97;8061079542;Industry American west building.;War remember within treat.;27;143;usd;Wall hair arm.;31;ecg;4;121;121;250
140;30/11/2023;secondary;And fight provide my.;7918;clf;shipping;apac;Ukraine;10/12/2023;05/12/2023;07/12/2023;10/12/2023;5790891883;Cobb, Terrell and Crawford;usd;16097438;33331811;eur;16097438;16097438;eur;33331811;4829231.399999999;4024359.5;4024359.5;gbp;137;2490939178;Trade piece summer fear stand.;President answer me fight.;51;117;eur;Source message song.;15;scg;3;57;121;113
141;30/11/2023;cds;Soon alone seven change quite.;7596;clf;export finance;emea;Kazakhstan;05/12/2023;03/12/2023;09/12/2023;08/12/2023;6842609207;Russell-Montes;gbp;16691113;46696867;usd;16691113;16691113;usd;46696867;5007333.899999999;4172778.25;4172778.25;usd;76;2620947549;Send Mrs imagine report story.;Second before bill control.;187;176;eur;Serious animal.;93;ecg;3;223;223;74
142;30/11/2023;cri;Election baby out affect fish.;894;era;real estate;americas;Ecuador;06/12/2023;04/12/2023;08/12/2023;04/12/2023;6781936678;Grant Ltd;usd;67467974;70993636;gbp;67467974;67467974;eur;23170292;20240392.2;16866993.5;16866993.5;eur;166;7005023510;Radio far when.;Suddenly I anything wish choose.;228;83;eur;Particularly such.;67;acg;8;228;236;28
143;30/11/2023;picr;Out require while rock popular.;32;itb;aviation;emea;Cuba;03/12/2023;02/12/2023;06/12/2023;02/12/2023;9829138571;Sparks, Garcia and Wells;eur;78726771;78726771;eur;27483242;27071234;usd;16550606;23618031.3;19681692.75;6767808.5;usd;114;4645489887;Discover whom capital large.;Majority herself or behavior.;110;36;usd;Attention candidate.;64;bcg;9;71;205;26
144;30/11/2023;cds;Try head agent ever.;1181;itb;shipping;americas;Tanzania;02/12/2023;01/12/2023;07/12/2023;05/12/2023;6913071153;Stewart, Davidson and Church;eur;91371794;91371794;eur;68785289;68785289;eur;50552347;27411538.2;22842948.5;17196322.25;gbp;68;3406096130;Fall strong near main.;Four company this whose note.;112;67;usd;Hear need minute me.;94;ecg;5;213;214;21
145;30/11/2023;cds;War much base step.;8967;itb;shipping;emea;France;10/12/2023;05/12/2023;05/12/2023;05/12/2023;1775712919;Carrillo-Combs;eur;27448617;72722607;gbp;27448617;27448617;usd;24200226;8234585.1;6862154.25;6862154.25;gbp;79;2549986225;Never seven chair cup.;Join seven whose kind expert.;220;172;eur;Peace near alone.;97;ecg;2;11;56;219
146;30/11/2023;cri;Share evening couple real choice.;360;itb;aviation;apac;Guatemala;08/12/2023;05/12/2023;05/12/2023;09/12/2023;9571081387;Weeks-Walker;gbp;30421054;44440295;gbp;30421054;30421054;usd;44440295;9126316.2;7605263.5;7605263.5;eur;221;4402027552;For thus anything soon.;Lay lose lose ground language.;87;146;eur;Hear buy ago recent.;88;acg;1;114;114;205
147;30/11/2023;cds;Stuff teach recognize claim.;7295;era;oil&gas;americas;Colombia;04/12/2023;30/11/2023;02/12/2023;05/12/2023;1477177057;Greene LLC;usd;61405064;61405064;eur;61405064;61405064;usd;26318496;18421519.2;15351266.0;15351266.0;usd;52;814009628;Onto finish again.;Own no others claim.;227;183;gbp;He produce score.;96;acg;3;228;228;165
148;30/11/2023;cri;Knowledge agree idea by.;6137;clf;mining;apac;Yemen;30/11/2023;30/11/2023;05/12/2023;05/12/2023;3911013500;Hahn Inc;usd;51775678;74824383;gbp;51775678;33468925;usd;73586259;15532703.399999999;12943919.5;8367231.25;usd;119;6987373473;Issue yet green culture these.;Understand local nor.;50;236;gbp;Nice account plan.;88;ecg;9;197;197;16
149;30/11/2023;cri;Thought baby player arm may.;9574;era;afa;americas;Uganda;02/12/2023;30/11/2023;02/12/2023;07/12/2023;188326139;Rose-Parker;gbp;10756153;25310880;gbp;10756153;10756153;gbp;25310880;3226845.9;2689038.25;2689038.25;eur;77;7813471100;All girl miss many attack keep.;Military determine loss PM skin.;212;216;usd;Tell oil control.;59;acg;9;173;238;203
150;30/11/2023;cri;Design protect where huge.;9398;itb;afa;apac;Algeria;01/12/2023;30/11/2023;09/12/2023;03/12/2023;2683809674;Lee LLC;eur;73479145;99055927;usd;73479145;61059651;eur;82114437;22043743.5;18369786.25;15264912.75;eur;219;1384708169;Only speak here land build.;Enter despite everything time.;40;26;usd;Head experience.;53;bcg;7;227;227;198
151;30/11/2023;cds;Hair another street create cut.;9542;itb;corporate;emea;Ukraine;06/12/2023;02/12/2023;07/12/2023;08/12/2023;6800334900;Mcgee, Thompson and Atkinson;eur;52318122;72023120;usd;19790470;19790470;eur;40617769;15695436.6;13079530.5;4947617.5;gbp;118;3367177480;As per worry fear myself toward.;Down talk population.;61;84;eur;Forward pay foot.;92;scg;4;139;139;23
152;30/11/2023;secondary;Herself citizen exist.;6662;era;afa;americas;Switzerland;06/12/2023;05/12/2023;05/12/2023;10/12/2023;55239438;Spears-Murphy;eur;26913129;26913129;eur;26913129;26913129;gbp;26913129;8073938.699999999;6728282.25;6728282.25;gbp;159;9799376819;Especially star enter seat.;Each carry performance than put.;150;184;usd;Outside short.;78;bcg;4;229;229;170
153;30/11/2023;cds;Out can gun couple.;9648;clf;gcf;apac;Sierra Leone;01/12/2023;30/11/2023;01/12/2023;05/12/2023;3518402515;Maddox-Howell;gbp;28974487;56073930;gbp;28974487;22014256;gbp;13702849;8692346.1;7243621.75;5503564.0;eur;129;4807460238;Opportunity citizen ten.;Certain culture sell join effect.;250;155;eur;Whatever chance.;57;bcg;9;166;166;54
154;30/11/2023;securitization;Should according see.;9931;era;infra;emea;Brunei Darussalam;02/12/2023;01/12/2023;02/12/2023;04/12/2023;7300185026;Padilla PLC;eur;89436773;89436773;usd;59412959;57871748;usd;47656101;26831031.9;22359193.25;14467937.0;eur;239;155169453;Yard make finish from.;Rich how social ago.;172;186;gbp;Kind organization.;103;acg;2;42;48;242
155;30/11/2023;picr;Shake trip body bank story Mrs.;4637;itb;mining;americas;Bosnia and Herzegovina;09/12/2023;02/12/2023;06/12/2023;03/12/2023;2827379128;Keller Inc;usd;38806668;94002906;eur;38806668;24945033;usd;32302428;11642000.4;9701667.0;6236258.25;gbp;79;6854709731;Fast most try account.;Level population suffer open.;95;115;eur;Arrive those out.;53;ecg;1;177;177;99
156;30/11/2023;cds;Attack party young step doctor.;4653;clf;afa;emea;Andorra;07/12/2023;30/11/2023;02/12/2023;03/12/2023;9554511447;Johnson, Olson and Stephens;gbp;23414466;85936824;eur;23414466;23414466;usd;48269665;7024339.8;5853616.5;5853616.5;gbp;150;416819996;Stop reach floor wrong specific.;Turn want another.;174;36;usd;Foreign stop fall.;13;bcg;8;81;176;165
157;30/11/2023;secondary;Town speech administration.;8995;itb;export finance;americas;Algeria;09/12/2023;30/11/2023;01/12/2023;01/12/2023;2188849034;Fox, Newman and Cook;usd;94600536;94600536;gbp;20711282;20711282;usd;22268083;28380160.8;23650134.0;5177820.5;gbp;236;2722654105;Claim measure around attack.;Others wear measure cut nice our.;75;245;usd;Far investment.;92;ecg;5;12;185;84
158;30/11/2023;securitization;Remain week exactly of.;7103;itb;mining;americas;Norway;09/12/2023;01/12/2023;09/12/2023;02/12/2023;8036301119;Ward, Murphy and Miller;gbp;61451454;61451454;eur;12108223;12108223;usd;61451454;18435436.2;15362863.5;3027055.75;gbp;78;1937491601;Official fear boy.;Resource news group five.;23;156;eur;Surface some city.;47;scg;3;83;220;151
159;30/11/2023;secondary;Like stop seek former home.;1584;era;infra;americas;Kazakhstan;07/12/2023;30/11/2023;06/12/2023;06/12/2023;8527877839;Kelly-Montgomery;eur;40286665;92460293;eur;23714860;23714860;usd;82685826;12085999.5;10071666.25;5928715.0;gbp;46;8990354499;Parent sea join statement.;Have bed before how second.;32;239;usd;Current often why.;55;bcg;6;147;180;107
160;30/11/2023;cri;Study board once focus.;4231;itb;gcf;apac;Suriname;10/12/2023;04/12/2023;09/12/2023;06/12/2023;7906197137;Harrison-Wood;eur;85775969;85775969;eur;10547405;10547405;usd;35935589;25732790.7;21443992.25;2636851.25;gbp;93;1249531882;System sort say.;Record write anyone.;189;216;usd;Lawyer least hit.;70;scg;4;60;172;199
161;30/11/2023;cds;Again him away his.;8809;clf;power;emea;Namibia;01/12/2023;30/11/2023;30/11/2023;05/12/2023;4521876649;Graham, Scott and Lee;usd;90978684;90978684;eur;17195814;17195814;eur;66094305;27293605.2;22744671.0;4298953.5;eur;101;7120140746;Very whole police short.;Movie game bank song source.;168;149;gbp;Ever collection.;67;scg;6;140;177;191
162;30/11/2023;cds;News wish newspaper he.;215;itb;gcf;apac;Antarctica (the territory South of 60 deg S);08/12/2023;30/11/2023;06/12/2023;10/12/2023;5254755604;Simpson PLC;gbp;84132796;84132796;usd;61019344;37296594;gbp;52456652;25239838.8;21033199.0;9324148.5;usd;19;6885892509;Industry turn win to Republican.;Two pattern decision five.;32;94;usd;Determine indicate.;98;scg;7;248;248;183
163;30/11/2023;cri;Record it option nor.;6692;clf;aviation;americas;Mexico;30/11/2023;30/11/2023;09/12/2023;10/12/2023;5369271891;Smith LLC;eur;92609281;92609281;usd;84738225;74734124;eur;92015480;27782784.3;23152320.25;18683531.0;gbp;182;7115750293;Trip ok line bit federal.;Travel impact arm great.;209;29;eur;Professor against.;57;acg;3;159;249;185
164;30/11/2023;secondary;Bad rise that again data series.;6010;clf;tmt;americas;Libyan Arab Jamahiriya;30/11/2023;30/11/2023;30/11/2023;03/12/2023;2365451732;Wilson, Watson and Hubbard;usd;87674746;87674746;gbp;18062452;18062452;gbp;10917507;26302423.8;21918686.5;4515613.0;gbp;202;148464582;Look beyond represent.;Bank talk bar affect push.;136;182;eur;Director huge box.;103;acg;5;80;87;110
165;30/11/2023;securitization;As agency bar never.;2724;clf;shipping;emea;Denmark;08/12/2023;05/12/2023;06/12/2023;06/12/2023;9679752096;Mason Inc;eur;60846912;60846912;eur;55340060;55340060;gbp;29620100;18254073.599999998;15211728.0;13835015.0;gbp;43;3345891999;Less girl open face seat nor.;Food vote represent call decide.;107;181;gbp;Newspaper bar.;38;bcg;9;80;238;38
166;30/11/2023;cds;Audience feeling range.;8323;clf;tmt;americas;Tuvalu;08/12/2023;30/11/2023;04/12/2023;05/12/2023;8855735565;Vaughn-Duncan;usd;78953415;78953415;gbp;69364107;11993168;gbp;55734666;23686024.5;19738353.75;2998292.0;gbp;63;7510771056;Later source citizen he.;Fast test civil.;13;99;eur;Activity board.;37;acg;4;25;58;236
167;30/11/2023;cri;All plant more way order.;307;clf;shipping;apac;Montserrat;04/12/2023;02/12/2023;09/12/2023;02/12/2023;6418768715;Porter-Fisher;gbp;24544673;82388083;usd;24544673;24544673;gbp;34956808;7363401.899999999;6136168.25;6136168.25;gbp;170;1626805708;Finally glass where fall.;Its point far soon.;155;130;eur;Economy hope among.;68;scg;2;57;59;176
168;30/11/2023;cri;Brother soldier film.;9817;clf;corporate;emea;Bulgaria;06/12/2023;05/12/2023;05/12/2023;09/12/2023;1155696451;Williams Ltd;usd;37122251;90953082;usd;37122251;37122251;usd;72321844;11136675.299999999;9280562.75;9280562.75;gbp;127;4291303626;Explain each daughter.;Lot skill hot notice sound.;222;95;usd;From director cold.;98;acg;2;133;184;243
169;30/11/2023;cri;Suggest yet maybe.;8336;clf;mining;americas;Yemen;05/12/2023;02/12/2023;10/12/2023;10/12/2023;6983460780;Ayers and Sons;usd;54363572;68022838;gbp;41225191;40163759;gbp;24353187;16309071.6;13590893.0;10040939.75;eur;241;3291703090;Box physical wear information.;Upon song if.;227;59;usd;Police people small.;64;acg;10;228;228;234
170;30/11/2023;securitization;Road parent Mrs figure special.;6989;clf;shipping;americas;Bangladesh;06/12/2023;04/12/2023;10/12/2023;05/12/2023;9549887369;Hendricks-Edwards;gbp;73787987;73787987;eur;42867166;32716275;eur;31360453;22136396.099999998;18446996.75;8179068.75;gbp;84;9549887321;Almost truth happen report.;Similar will name left his.;136;73;eur;Avoid young leader.;72;ecg;6;99;99;238
171;30/11/2023;picr;Whom member second they.;8175;clf;afa;americas;Malawi;07/12/2023;06/12/2023;06/12/2023;06/12/2023;3999489783;Duncan, Hickman and Vazquez;gbp;51103286;77098865;eur;17608436;15058378;usd;39303961;15330985.799999999;12775821.5;3764594.5;eur;126;5426860897;Product daughter book bit.;At would interest apply but meet.;67;92;usd;Hundred big common.;96;bcg;3;213;213;20
172;30/11/2023;cri;Evening choice the body.;7503;clf;mining;apac;Egypt;10/12/2023;06/12/2023;07/12/2023;07/12/2023;4606100433;Horton-Tucker;gbp;40442177;53916133;eur;40442177;40442177;eur;40030220;12132653.1;10110544.25;10110544.25;usd;43;1032131780;Prevent evidence see mention.;From can travel so continue.;146;134;usd;Sign floor include.;70;scg;9;95;163;203
173;30/11/2023;picr;Friend what realize billion past.;2443;clf;mining;americas;Angola;05/12/2023;02/12/2023;10/12/2023;05/12/2023;5488210131;Smith and Sons;eur;32662477;40132579;usd;32662477;17257276;gbp;40132579;9798743.1;8165619.25;4314319.0;usd;50;4641346892;Organization capital look.;Mother central debate politics.;179;250;eur;Exist establish.;97;ecg;1;64;202;74
174;30/11/2023;securitization;Whole place song space these old.;2730;itb;tmt;americas;Micronesia;05/12/2023;03/12/2023;09/12/2023;10/12/2023;2327952323;Haney and Sons;usd;18651778;78623022;gbp;18651778;18651778;gbp;35073122;5595533.399999999;4662944.5;4662944.5;eur;233;2144059692;Large impact improve suddenly as.;Stand common paper move.;42;216;usd;Marriage industry.;62;bcg;7;184;184;149
175;30/11/2023;picr;Less better dream statement.;8920;itb;shipping;emea;Somalia;01/12/2023;30/11/2023;05/12/2023;08/12/2023;3675746827;Collins-Ellis;gbp;94656045;96076852;usd;55208234;55208234;eur;51187127;28396813.5;23664011.25;13802058.5;eur;211;6290858066;Every last forget.;He task tree set daughter pull.;43;234;eur;Try key partner.;73;bcg;2;88;243;88
176;30/11/2023;picr;System environmental door truth.;6972;clf;tmt;americas;Greece;07/12/2023;05/12/2023;09/12/2023;07/12/2023;3095819298;Bowman Ltd;gbp;26509675;65943509;gbp;26509675;16482290;gbp;65943509;7952902.5;6627418.75;4120572.5;gbp;23;3147707492;Happen listen concern available.;After language say.;63;71;usd;We interest deep.;53;ecg;1;154;169;218
177;30/11/2023;securitization;Ask born market voice.;4406;era;mining;americas;United States of America;06/12/2023;04/12/2023;04/12/2023;08/12/2023;2517630087;Douglas, Shelton and Sanders;usd;26224669;26224669;usd;18729160;18729160;eur;11138980;7867400.699999999;6556167.25;4682290.0;gbp;143;3925826875;Evidence long how he team news.;Real simply close discussion.;172;190;usd;Someone first.;23;acg;3;108;205;113
178;30/11/2023;cri;Job consider early spring.;2609;era;gcf;emea;Latvia;03/12/2023;30/11/2023;05/12/2023;04/12/2023;5557100725;Hicks-Howard;eur;82866534;82866534;usd;64290333;29295838;usd;38963087;24859960.2;20716633.5;7323959.5;eur;187;6781828787;Civil want score reveal force.;Society according bad true.;41;118;gbp;Big seat.;25;bcg;3;71;163;66
179;30/11/2023;securitization;Special wall guy answer.;5545;clf;mining;emea;Dominican Republic;03/12/2023;30/11/2023;06/12/2023;06/12/2023;5271581442;Alvarado, Williams and Krause;eur;63400652;63400652;usd;63400652;54676416;gbp;63400652;19020195.599999998;15850163.0;13669104.0;usd;186;2615577981;Scientist or tell fill.;Mention author first record.;209;123;usd;Far skill cost.;73;ecg;8;210;210;208
180;30/11/2023;cri;Heavy myself successful us.;170;era;midCap;emea;United States of America;07/12/2023;04/12/2023;04/12/2023;04/12/2023;1831337172;Neal PLC;usd;47780486;94345651;usd;47780486;28383681;gbp;51859481;14334145.799999999;11945121.5;7095920.25;usd;201;8428088157;Nearly must long happy officer.;Sign special go.;120;93;gbp;Yourself ahead its.;44;acg;8;80;86;56
181;30/11/2023;cri;Tend hair me. Half wrong but me.;7753;era;corporate;americas;Mongolia;01/12/2023;30/11/2023;07/12/2023;03/12/2023;3235916526;Reid Group;usd;18657556;71578775;gbp;15099901;15099901;gbp;26503153;5597266.8;4664389.0;3774975.25;eur;196;5511908683;Security big article.;Piece open fact fill.;173;41;gbp;Son fill deal.;13;acg;2;40;86;43
182;30/11/2023;cds;Prevent although today church.;4540;itb;shipping;apac;Madagascar;01/12/2023;30/11/2023;09/12/2023;05/12/2023;4733068863;Hall-Martin;usd;41618257;91905003;eur;33595361;32352098;eur;87752519;12485477.1;10404564.25;8088024.5;usd;185;9294762029;View language available exactly.;After behavior per child trip.;202;13;usd;Happen capital for.;33;ecg;2;56;179;225
183;30/11/2023;cri;Budget place at main live.;5182;clf;midCap;americas;Cocos (Keeling) Islands;07/12/2023;05/12/2023;10/12/2023;09/12/2023;3528000830;White-Perkins;eur;33982092;33982092;usd;33982092;33982092;gbp;33982092;10194627.6;8495523.0;8495523.0;usd;147;8969273715;Start involve talk need reach.;Feel way describe while data.;97;234;gbp;Increase product.;51;ecg;9;207;207;184
184;30/11/2023;secondary;Officer kid risk.;5173;itb;corporate;americas;Western Sahara;07/12/2023;06/12/2023;08/12/2023;07/12/2023;8333536408;Medina, Davis and Ward;usd;46813362;68001339;usd;46813362;40765293;eur;68001339;14044008.6;11703340.5;10191323.25;usd;58;6355273068;Science ok maybe black radio.;Between sell little since.;20;156;eur;Military because.;24;acg;2;98;98;140
185;30/11/2023;cri;May better country world.;6258;era;shipping;emea;Mauritania;09/12/2023;07/12/2023;07/12/2023;09/12/2023;9314345093;Lucero, Stevens and Riley;gbp;55632470;55632470;usd;52818725;40787262;gbp;41855753;16689741.0;13908117.5;10196815.5;gbp;239;3230799517;Source message window line what.;Or chance join citizen art.;91;171;eur;Big here movement.;78;acg;8;99;99;60
186;30/11/2023;cri;Garden phone pick theory along a.;5309;clf;gcf;americas;Zambia;08/12/2023;30/11/2023;08/12/2023;07/12/2023;4833150401;Wright LLC;eur;31873884;37887281;eur;31873884;31873884;usd;37887281;9562165.2;7968471.0;7968471.0;usd;122;1600153210;Look rather owner part dark.;Network letter little PM.;82;233;usd;Arm always.;20;bcg;6;44;175;116
187;30/11/2023;cri;Process enter she food.;381;clf;power;emea;Sierra Leone;03/12/2023;01/12/2023;05/12/2023;09/12/2023;1063320623;Payne, Nguyen and Leonard;eur;35837381;62698563;gbp;35837381;35837381;gbp;52635165;10751214.299999999;8959345.25;8959345.25;usd;143;8525977160;Choose which present next.;Month occur level.;154;102;gbp;Feeling personal.;91;acg;8;30;121;142
188;30/11/2023;picr;Threat crime policy provide.;2687;clf;midCap;emea;Finland;01/12/2023;30/11/2023;09/12/2023;03/12/2023;3172045679;Higgins Group;eur;63129640;63129640;usd;63129640;61865093;usd;13457075;18938892.0;15782410.0;15466273.25;gbp;42;2498092516;Beautiful film since you race.;Pull sport collection.;207;168;gbp;Some food federal.;44;bcg;3;239;239;21
189;30/11/2023;picr;With stay book laugh population.;317;clf;corporate;americas;Armenia;09/12/2023;02/12/2023;02/12/2023;05/12/2023;275175370;Guzman-Mclaughlin;usd;46565498;46565498;usd;33012978;33012978;gbp;46565498;13969649.4;11641374.5;8253244.5;eur;33;4655792844;Support amount option.;Night style water Mr when game.;14;239;gbp;Community school.;27;scg;5;215;215;112
190;30/11/2023;secondary;Hope also want receive.;5554;clf;oil&gas;apac;Maldives;02/12/2023;30/11/2023;03/12/2023;06/12/2023;2279398588;Conner-Marshall;gbp;62268875;62268875;eur;11708750;11708750;gbp;60561071;18680662.5;15567218.75;2927187.5;eur;225;4871835106;Forget really kind include.;Nice fill head.;12;24;gbp;Majority enter.;25;bcg;2;81;164;107
191;30/11/2023;cds;Happy protect machine seat.;6309;clf;oil&gas;emea;Azerbaijan;04/12/2023;01/12/2023;04/12/2023;07/12/2023;2548838604;Watson-Ryan;usd;28522453;73520594;usd;28522453;20605987;usd;73520594;8556735.9;7130613.25;5151496.75;gbp;68;259707505;Tv sport by try last.;Change table visit stop.;245;161;eur;Join above chance.;20;bcg;6;223;223;208
192;30/11/2023;securitization;Movie big cup quickly necessary.;9975;era;real estate;americas;Swaziland;08/12/2023;06/12/2023;08/12/2023;09/12/2023;1563387565;Miller-Russell;gbp;19772197;62914402;usd;19772197;19772197;gbp;49362545;5931659.1;4943049.25;4943049.25;gbp;61;8823832447;Sense possible assume.;Student entire suggest report.;177;174;usd;Rather whose.;31;ecg;2;199;199;182
193;30/11/2023;picr;Quite lose good bill.;1568;clf;shipping;apac;Japan;04/12/2023;03/12/2023;08/12/2023;03/12/2023;9961137164;Ramos, Santiago and Fuller;gbp;55505893;90841105;usd;55505893;55505893;usd;90841105;16651767.899999999;13876473.25;13876473.25;gbp;17;8000235063;Fly significant Mr.;Kind face through safe gas least.;173;70;eur;Talk care station.;66;bcg;4;160;166;55
194;30/11/2023;cri;Quite either relate nearly.;3752;era;export finance;americas;Swaziland;06/12/2023;01/12/2023;06/12/2023;01/12/2023;6039689401;Turner, White and Morris;gbp;61098329;61824696;eur;55017762;39624916;usd;28341427;18329498.7;15274582.25;9906229.0;usd;14;7259621611;Hit body former general.;On impact top whether.;80;171;usd;Could offer see.;78;bcg;8;182;182;40
195;30/11/2023;cds;Must child career assume.;4874;clf;mining;emea;Iraq;04/12/2023;03/12/2023;08/12/2023;07/12/2023;3121065092;Wagner Ltd;eur;70784034;70784034;usd;70784034;70784034;gbp;24131717;21235210.2;17696008.5;17696008.5;eur;46;4373842425;Several support role move bag.;Particular time upon.;91;113;usd;Because future air.;81;bcg;1;202;202;109
196;30/11/2023;cds;Compare exist summer camera.;6021;itb;oil&gas;emea;Czech Republic;01/12/2023;30/11/2023;04/12/2023;04/12/2023;2191842488;Lawrence, Long and Diaz;gbp;84477157;84477157;usd;84477157;81024459;usd;77891184;25343147.099999998;21119289.25;20256114.75;eur;98;3522091485;Economy join now design.;Bring over risk include card PM.;249;223;eur;Share ground stock.;21;ecg;8;213;213;112
197;30/11/2023;securitization;Trouble data rather huge fund.;4704;itb;tmt;americas;Brazil;01/12/2023;30/11/2023;08/12/2023;30/11/2023;6898791044;Hamilton Group;usd;67025315;67025315;eur;61364971;30287608;usd;67025315;20107594.5;16756328.75;7571902.0;gbp;174;4804633187;Month positive rather can.;Maybe yet response three do.;180;218;usd;Arm prove none.;103;scg;10;166;166;181
198;30/11/2023;picr;Speak site time sense prove team.;4760;itb;aviation;apac;Norway;01/12/2023;30/11/2023;03/12/2023;04/12/2023;5857695439;Alvarado PLC;usd;42261589;70606312;eur;42261589;42261589;eur;55835131;12678476.7;10565397.25;10565397.25;eur;157;7576680652;Trip a late issue truth whatever.;Street before number want watch.;22;231;gbp;Arrive appear look.;79;scg;10;138;152;216
199;30/11/2023;cri;Southern wrong know name skin.;1480;itb;oil&gas;apac;Saudi Arabia;06/12/2023;03/12/2023;08/12/2023;03/12/2023;4786859136;Allison-Carlson;gbp;54897817;54897817;gbp;54897817;54897817;gbp;54897817;16469345.1;13724454.25;13724454.25;eur;126;6876704957;Cut important blood effort left.;Figure apply marriage college.;194;227;gbp;He explain weight.;77;ecg;3;186;194;213
200;30/11/2023;securitization;Sort fear piece baby.;2616;era;power;emea;South Africa;03/12/2023;01/12/2023;10/12/2023;04/12/2023;9085819851;Sloan-Lloyd;usd;65302733;85012011;eur;57260571;23341848;usd;53139607;19590819.9;16325683.25;5835462.0;eur;130;4201406169;Name than car focus.;Language quite age see.;118;72;eur;Rich player item.;81;acg;2;30;86;24
201;30/11/2023;cds;Us debate way but.;2203;clf;aviation;emea;Latvia;01/12/2023;30/11/2023;03/12/2023;05/12/2023;6456118832;Jensen, Mills and Thomas;gbp;80250191;80250191;eur;80250191;38102310;usd;48517013;24075057.3;20062547.75;9525577.5;eur;192;5505840941;Kind from risk value he none.;Police some opportunity.;36;46;usd;Pay rise go good.;87;acg;1;178;178;125
202;30/11/2023;cri;Necessary cause respond.;8111;itb;real estate;americas;Samoa;07/12/2023;30/11/2023;01/12/2023;05/12/2023;6709656652;Cunningham-Rivera;usd;57475150;57475150;gbp;57475150;16389359;eur;34394628;17242545.0;14368787.5;4097339.75;eur;124;4010171320;Most quite get seem.;Hand blue woman sign type.;42;210;usd;Long main leg fast.;44;scg;7;128;128;161
203;30/11/2023;cri;Wear particular necessary move.;7100;itb;export finance;apac;Poland;30/11/2023;30/11/2023;03/12/2023;04/12/2023;5969771537;Myers, Willis and Mack;gbp;15628166;70221029;gbp;15628166;15628166;eur;70221029;4688449.8;3907041.5;3907041.5;usd;121;2289521697;Certain skin start sound.;Price it nice process sound bill.;26;193;usd;Else land society.;87;scg;1;193;201;208
204;30/11/2023;picr;Lose ago firm pattern upon ten.;4110;era;midCap;apac;Germany;30/11/2023;30/11/2023;10/12/2023;10/12/2023;2260337619;Wilcox-Trujillo;usd;84226836;84226836;usd;77700892;17281340;eur;84226836;25268050.8;21056709.0;4320335.0;usd;104;140006917;Statement consider exactly rest.;Study as Mrs matter arrive.;21;217;gbp;Admit simply big.;87;scg;3;45;239;58
205;30/11/2023;secondary;Meet reason class student month.;2728;clf;afa;apac;Slovakia (Slovak Republic);03/12/2023;01/12/2023;02/12/2023;05/12/2023;721315962;Zamora, Jefferson and Hall;usd;55738807;69289568;usd;15696038;15696038;eur;33096772;16721642.1;13934701.75;3924009.5;gbp;226;6232491383;Room still former door.;Turn turn attorney goal name.;59;26;eur;Break as identify.;87;ecg;5;103;103;176
